;Woonplaatsen;Provincie;Landsdeel;Gemeente;Lattitude;Longitude;Population;Coordinates;L1;l2;L3;Lat;L1.1;L1.2;L.1.3;Long;
2237;Wapse;Drenthe;Noord-Nederland          ;Westerveld                         ;;;645;52° 52′ NB, 6° 16′ OL;;;;0;;;;0;
2238;Wapserveen;Drenthe;Noord-Nederland          ;Westerveld                         ;;;795;52° 50′ NB, 6° 13′ OL;;;;0;;;;0;
2252;Wateren;Drenthe;Noord-Nederland          ;Westerveld                         ;;;295;52° 55′ NB, 6° 17′ OL;;;;0;;;;0;
2266;Weiteveen;Drenthe;Noord-Nederland          ;Emmen                              ;;;1650;52° 40′ NB, 6° 59′ OL;;;;0;;;;0;
2283;Westdorp;Drenthe;Noord-Nederland          ;Borger-Odoorn                      ;;;130;52° 54′ NB, 6° 46′ OL;;;;0;;;;0;
2287;Westerbork;Drenthe;Noord-Nederland          ;Midden-Drenthe                     ;;;4655;52° 51′ NB, 6° 37′ OL;;;;0;;;;0;
2297;Westervelde;Drenthe;Noord-Nederland          ;Noordenveld                        ;;;165;53° 3′ NB, 6° 27′ OL;;;;0;;;;0;
2315;Wezup;Drenthe;Noord-Nederland          ;Coevorden                          ;;;165;52° 49′ NB, 6° 43′ OL;;;;0;;;;0;
2316;Wezuperbrug;Drenthe;Noord-Nederland          ;Coevorden                          ;;;215;52° 52′ NB, 6° 45′ OL;;;;0;;;;0;
2328;de Wijk;Drenthe;Noord-Nederland          ;De Wolden                          ;;;2970;52° 40′ NB, 6° 17′ OL;;;;0;;;;0;
2338;Wijster;Drenthe;Noord-Nederland          ;Midden-Drenthe                     ;;;1070;52° 49′ NB, 6° 31′ OL;;;;0;;;;0;
2343;Wilhelminaoord;Drenthe;Noord-Nederland          ;Westerveld                         ;;;895;52° 51′ NB, 6° 10′ OL;;;;0;;;;0;
2350;Winde;Drenthe;Noord-Nederland          ;Tynaarlo                           ;;;95;53° 8′ NB, 6° 32′ OL;;;;0;;;;0;
2375;Wittelte;Drenthe;Noord-Nederland          ;Westerveld                         ;;;125;52° 50′ NB, 6° 18′ OL;;;;0;;;;0;
2377;Witteveen;Drenthe;Noord-Nederland          ;Midden-Drenthe                     ;;;555;52° 49′ NB, 6° 40′ OL;;;;0;;;;0;
2405;Yde;Drenthe;Noord-Nederland          ;Tynaarlo                           ;;;830;53° 7′ NB, 6° 36′ OL;;;;0;;;;0;
2416;Zandberg;Drenthe;Noord-Nederland          ;Borger-Odoorn                      ;;;56;52° 55′ NB, 7° 1′ OL;;;;0;;;;0;
2419;Zandpol;Drenthe;Noord-Nederland          ;Emmen                              ;;;470;52° 41′ NB, 6° 52′ OL;;;;0;;;;0;
2423;Zeegse;Drenthe;Noord-Nederland          ;Tynaarlo                           ;;;365;53° 4′ NB, 6° 39′ OL;;;;0;;;;0;
2429;Zeijen;Drenthe;Noord-Nederland          ;Tynaarlo                           ;;;720;53° 3′ NB, 6° 33′ OL;;;;0;;;;0;
2430;Zeijerveen;Drenthe;Noord-Nederland          ;Assen                              ;;;30;53° 1′ NB, 6° 31′ OL;;;;0;;;;0;
2431;Zeijerveld;Drenthe;Noord-Nederland          ;Assen                              ;;;100;53° 2′ NB, 6° 31′ OL;;;;0;;;;0;
2456;Zorgvlied;Drenthe;Noord-Nederland          ;Westerveld                         ;;;160;52° 55′ NB, 6° 15′ OL;;;;0;;;;0;
2465;Zuidlaarderveen;Drenthe;Noord-Nederland          ;Tynaarlo                           ;;;315;53° 6′ NB, 6° 45′ OL;;;;0;;;;0;
2467;Zuidlaren;Drenthe;Noord-Nederland          ;Tynaarlo                           ;;;10270;53° 6′ NB, 6° 41′ OL;;;;0;;;;0;
2472;Zuidveld;Drenthe;Noord-Nederland          ;Midden-Drenthe                     ;;;75;52° 52′ NB, 6° 38′ OL;;;;0;;;;0;
2473;Zuidvelde;Drenthe;Noord-Nederland          ;Noordenveld                        ;;;180;53° 3′ NB, 6° 27′ OL;;;;0;;;;0;
2475;Zuidwolde;Drenthe;Noord-Nederland          ;De Wolden                          ;;;6695;52° 40′ NB, 6° 26′ OL;;;;0;;;;0;
2491;Zwartemeer;Drenthe;Noord-Nederland          ;Emmen                              ;;;2980;52° 43′ NB, 7° 3′ OL;;;;0;;;;0;
2494;Zweeloo;Drenthe;Noord-Nederland          ;Coevorden                          ;;;350;52° 48′ NB, 6° 44′ OL;;;;0;;;;0;
2496;Zwiggelte;Drenthe;Noord-Nederland          ;Midden-Drenthe                     ;;;445;52° 52′ NB, 6° 35′ OL;;;;0;;;;0;
2498;Zwinderen;Drenthe;Noord-Nederland          ;Coevorden                          ;;;395;52° 44′ NB, 6° 41′ OL;;;;0;;;;0;
45;Almere;Flevoland;Oost-Nederland           ;Almere                             ;;;213660;52° 22′ NB, 5° 13′ OL;;;;0;;;;0;
138;Bant;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;1415;52° 46′ NB, 5° 45′ OL;;;;0;;;;0;
211;Biddinghuizen;Flevoland;Oost-Nederland           ;Dronten                            ;;;6345;52° 27′ NB, 5° 42′ OL;;;;0;;;;0;
356;Creil;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;1675;52° 46′ NB, 5° 40′ OL;;;;0;;;;0;
449;Dronten;Flevoland;Oost-Nederland           ;Dronten                            ;;;41667;52° 31′ NB, 5° 43′ OL;;;;0;;;;0;
529;Emmeloord;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;26055;52° 43′ NB, 5° 45′ OL;;;;0;;;;0;
536;Ens;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;3065;52° 38′ NB, 5° 50′ OL;;;;0;;;;0;
554;Espel;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;1405;52° 43′ NB, 5° 39′ OL;;;;0;;;;0;
1092;Kraggenburg;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;1430;52° 39′ NB, 5° 54′ OL;;;;0;;;;0;
1160;Lelystad;Flevoland;Oost-Nederland           ;Lelystad                           ;;;79284;52° 30′ NB, 5° 28′ OL;;;;0;;;;0;
1238;Luttelgeest;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;2045;52° 45′ NB, 5° 51′ OL;;;;0;;;;0;
1281;Marknesse;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;3690;52° 43′ NB, 5° 52′ OL;;;;0;;;;0;
1373;Nagele;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;1920;52° 39′ NB, 5° 43′ OL;;;;0;;;;0;
1805;Rutten;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;1670;52° 48′ NB, 5° 42′ OL;;;;0;;;;0;
1855;Schokland;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;Not;;;;;0;;;;0;
2014;Swifterbant;Flevoland;Oost-Nederland           ;Dronten                            ;;;6330;52° 34′ NB, 5° 39′ OL;;;;0;;;;0;
2061;Tollebeek;Flevoland;Oost-Nederland           ;Noordoostpolder                    ;;;2470;52° 41′ NB, 5° 41′ OL;;;;0;;;;0;
2101;Urk;Flevoland;Oost-Nederland           ;Urk                                ;;;21135;52° 39′ NB, 5° 36′ OL;;;;0;;;;0;
2426;Zeewolde;Flevoland;Oost-Nederland           ;Zeewolde                           ;;;22680;52° 20′ NB, 5° 32′ OL;;;;0;;;;0;
6;Aalsum;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;53.333333333333336;6.0;125;['53° 20′ NB, 6° 0′ OL'];;;;0;;;;0;
14;Abbega;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;250;53° 1′ NB, 5° 34′ OL;;;;0;;;;0;
19;Achlum;Friesland;Noord-Nederland          ;Waadhoeke                          ;53.15;5.483333333333333;595;['53° 9′ NB, 5° 29′ OL'];;;;0;;;;0;
33;Akkrum;Friesland;Noord-Nederland          ;Heerenveen                         ;53.05;5.833333333333333;3.355;['53° 3′ NB, 5° 50′ OL'];;;;0;;;;0;
34;Akmarijp;Friesland;Noord-Nederland          ;De Fryske Marren                   ;53.0;5.783333333333333;105;['53° 0′ NB, 5° 47′ OL'];;;;0;;;;0;
37;Alde Leie;Friesland;Noord-Nederland          ;Leeuwarden                         ;;;245;53° 17′ NB, 5° 44′ OL;;;;0;;;;0;
38;Aldeboarn;Friesland;Noord-Nederland          ;Heerenveen                         ;;;1560;53° 3′ NB, 5° 54′ OL;;;;0;;;;0;
39;Aldtsjerk;Friesland;Noord-Nederland          ;Tytsjerksteradiel                  ;;;615;53° 16′ NB, 5° 53′ OL;;;;0;;;;0;
42;Allingawier;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;85;53° 3′ NB, 5° 27′ OL;;;;0;;;;0;
78;Anjum;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;53.36666666666667;6.133333333333334;1.140;['53° 22′ NB, 6° 8′ OL'];;;;0;;;;0;
89;Appelscha;Friesland;Noord-Nederland          ;Ooststellingwerf                   ;52.95;6.35;4.755;['52° 57′ NB, 6° 21′ OL'];;;;0;;;;0;
97;Arum;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;53.13333333333333;5.483333333333333;1.045;['53° 8′ NB, 5° 29′ OL'];;;;0;;;;0;
103;Augsbuurt;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;53.266666666666666;6.166666666666667;85;['53° 16′ NB, 6° 10′ OL'];;;;0;;;;0;
104;Augustinusga;Friesland;Noord-Nederland          ;Achtkarspelen                      ;53.21666666666667;6.166666666666667;1.200;['53° 13′ NB, 6° 10′ OL'];;;;0;;;;0;
109;Baaiduinen;Friesland;Noord-Nederland          ;Terschelling                       ;53.38333333333333;5.283333333333333;112;['53° 23′ NB, 5° 17′ OL'];;;;0;;;;0;
110;Baaium;Friesland;Noord-Nederland          ;Waadhoeke                          ;;;115;53° 10′ NB, 5° 38′ OL;;;;0;;;;0;
113;Baard;Friesland;Noord-Nederland          ;Leeuwarden                         ;;;195;53° 9′ NB, 5° 40′ OL;;;;0;;;;0;
127;Bakhuizen;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.86666666666667;5.466666666666667;1.070;['52° 52′ NB, 5° 28′ OL'];;;;0;;;;0;
128;Bakkeveen;Friesland;Noord-Nederland          ;Opsterland                         ;53.083333333333336;6.25;1.910;['53° 5′ NB, 6° 15′ OL'];;;;0;;;;0;
131;Balk;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.9;5.583333333333333;3.930;['52° 54′ NB, 5° 35′ OL'];;;;0;;;;0;
135;Ballum;Friesland;Noord-Nederland          ;Ameland                            ;53.45;5.683333333333334;445;['53° 27′ NB, 5° 41′ OL'];;;;0;;;;0;
139;Bantega;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.85;5.8;650;['52° 51′ NB, 5° 48′ OL'];;;;0;;;;0;
150;Bears;Friesland;Noord-Nederland          ;Leeuwarden                         ;;;135;53° 9′ NB, 5° 44′ OL;;;;0;;;;0;
166;Beetsterzwaag;Friesland;Noord-Nederland          ;Opsterland                         ;53.06666666666667;6.083333333333333;3.585;['53° 4′ NB, 6° 5′ OL'];;;;0;;;;0;
202;Berltsum;Friesland;Noord-Nederland          ;Waadhoeke                          ;;;2525;53° 15′ NB, 5° 39′ OL;;;;0;;;;0;
221;Bitgum;Friesland;Noord-Nederland          ;Waadhoeke                          ;;;795;53° 14′ NB, 5° 41′ OL;;;;0;;;;0;
222;Bitgummole;Friesland;Noord-Nederland          ;Waadhoeke                          ;;;925;53° 14′ NB, 5° 42′ OL;;;;0;;;;0;
227;Blauwhuis;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;53.016666666666666;5.533333333333333;600;['53° 1′ NB, 5° 32′ OL'];;;;0;;;;0;
229;Blesdijke;Friesland;Noord-Nederland          ;Weststellingwerf                   ;52.833333333333336;6.016666666666667;480;['52° 50′ NB, 6° 1′ OL'];;;;0;;;;0;
231;De Blesse;Friesland;Noord-Nederland          ;Weststellingwerf                   ;;;800;52° 51′ NB, 6° 2′ OL;;;;0;;;;0;
232;Blessum;Friesland;Noord-Nederland          ;Waadhoeke                          ;53.18333333333333;5.716666666666667;85;['53° 11′ NB, 5° 43′ OL'];;;;0;;;;0;
233;Blije;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;;;850;53° 21′ NB, 5° 52′ OL;;;;0;;;;0;
239;Boazum;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;420;53° 5′ NB, 5° 42′ OL;;;;0;;;;0;
243;Boelenslaan;Friesland;Noord-Nederland          ;Achtkarspelen                      ;53.166666666666664;6.15;1.180;['53° 10′ NB, 6° 9′ OL'];;;;0;;;;0;
244;Boer;Friesland;Noord-Nederland          ;Waadhoeke                          ;53.21666666666667;5.566666666666666;45;['53° 13′ NB, 5° 34′ OL'];;;;0;;;;0;
248;Boijl;Friesland;Noord-Nederland          ;Weststellingwerf                   ;52.916666666666664;6.2;880;['52° 55′ NB, 6° 12′ OL'];;;;0;;;;0;
249;Boksum;Friesland;Noord-Nederland          ;Waadhoeke                          ;53.18333333333333;5.733333333333333;405;['53° 11′ NB, 5° 44′ OL'];;;;0;;;;0;
250;Bolsward;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;53.06666666666667;5.516666666666667;10.085;['53° 4′ NB, 5° 31′ OL'];;;;0;;;;0;
252;Bontebok;Friesland;Noord-Nederland          ;Heerenveen                         ;52.96666666666667;6.033333333333333;410;['52° 58′ NB, 6° 2′ OL'];;;;0;;;;0;
253;Boornbergum;Friesland;Noord-Nederland          ;Smallingerland                     ;53.083333333333336;6.05;1.660;['53° 5′ NB, 6° 3′ OL'];;;;0;;;;0;
254;Boornzwaag;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.96666666666667;5.75;105;['52° 58′ NB, 5° 45′ OL'];;;;0;;;;0;
263;Bornwird;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;;;120;53° 20′ NB, 5° 57′ OL;;;;0;;;;0;
279;Brantgum;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;53.35;5.933333333333334;240;['53° 21′ NB, 5° 56′ OL'];;;;0;;;;0;
284;Breezanddijk;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;53.016666666666666;5.216666666666667;5;['53° 1′ NB, 5° 13′ OL'];;;;0;;;;0;
290;Britsum;Friesland;Noord-Nederland          ;Leeuwarden                         ;53.25;5.783333333333333;950;['53° 15′ NB, 5° 47′ OL'];;;;0;;;;0;
291;Britswert;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;110;53° 7′ NB, 5° 41′ OL;;;;0;;;;0;
292;Broek;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.983333333333334;5.783333333333333;215;['52° 59′ NB, 5° 47′ OL'];;;;0;;;;0;
299;Broeksterwâld;Friesland;Noord-Nederland          ;Dantumadiel                        ;;;1200;53° 16′ NB, 5° 60′ OL;;;;0;;;;0;
320;Buitenpost;Friesland;Noord-Nederland          ;Achtkarspelen                      ;53.25;6.15;5.685;['53° 15′ NB, 6° 9′ OL'];;;;0;;;;0;
326;Burdaard;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;;;1175;Burdaard;;;;0;;;;0;
327;Buren;Friesland;Noord-Nederland          ;Ameland                            ;53.45;5.8;735;['53° 27′ NB, 5° 48′ OL'];;;;0;;;;0;
333;Burgum;Friesland;Noord-Nederland          ;Tytsjerksteradiel                  ;;;9720;53° 12′ NB, 5° 60′ OL;;;;0;;;;0;
334;Burgwerd;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;53.083333333333336;5.55;300;['53° 5′ NB, 5° 33′ OL'];;;;0;;;;0;
335;Burum;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;53.266666666666666;6.233333333333333;595;['53° 16′ NB, 6° 14′ OL'];;;;0;;;;0;
354;Cornwerd;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;85;53° 5′ NB, 5° 23′ OL;;;;0;;;;0;
369;Damwâld;Friesland;Noord-Nederland          ;Dantumadiel                        ;;;5605;53° 17′ NB, 5° 60′ OL;;;;0;;;;0;
371;Dearsum;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;115;53° 5′ NB, 5° 43′ OL;;;;0;;;;0;
373;Dedgum;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;53.016666666666666;5.5;85;['53° 1′ NB, 5° 30′ OL'];;;;0;;;;0;
377;Deinum;Friesland;Noord-Nederland          ;Waadhoeke                          ;53.2;5.733333333333333;995;['53° 12′ NB, 5° 44′ OL'];;;;0;;;;0;
380;Delfstrahuizen;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.88333333333333;5.833333333333333;420;['52° 53′ NB, 5° 50′ OL'];;;;0;;;;0;
402;Dijken;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.95;5.716666666666667;50;['52° 57′ NB, 5° 43′ OL'];;;;0;;;;0;
414;Dokkum;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;;;12600;53° 20′ NB, 5° 60′ OL;;;;0;;;;0;
420;Dongjum;Friesland;Noord-Nederland          ;Waadhoeke                          ;53.21666666666667;5.55;365;['53° 13′ NB, 5° 33′ OL'];;;;0;;;;0;
421;Doniaga;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.9;5.75;100;['52° 54′ NB, 5° 45′ OL'];;;;0;;;;0;
422;Donkerbroek;Friesland;Noord-Nederland          ;Ooststellingwerf                   ;53.016666666666666;6.233333333333333;1.865;['53° 1′ NB, 6° 14′ OL'];;;;0;;;;0;
429;Drachten;Friesland;Noord-Nederland          ;Smallingerland                     ;53.11666666666667;6.083333333333333;45.170;['53° 7′ NB, 6° 5′ OL'];;;;0;;;;0;
430;Drachten-Azeven;Friesland;Noord-Nederland          ;Opsterland                         ;;;nvt;;;;;0;;;;0;
431;Drachtstercompagnie;Friesland;Noord-Nederland          ;Smallingerland                     ;53.13333333333333;6.133333333333334;1.500;['53° 8′ NB, 6° 8′ OL'];;;;0;;;;0;
442;Driezum;Friesland;Noord-Nederland          ;Dantumadiel                        ;;;975;53° 18′ NB, 6° 3′ OL;;;;0;;;;0;
445;Drogeham;Friesland;Noord-Nederland          ;Achtkarspelen                      ;53.2;6.116666666666666;1.725;['53° 12′ NB, 6° 7′ OL'];;;;0;;;;0;
448;Dronryp;Friesland;Noord-Nederland          ;Waadhoeke                          ;;;3240;53° 12′ NB, 5° 39′ OL;;;;0;;;;0;
461;Eagum;Friesland;Noord-Nederland          ;Leeuwarden                         ;;;40;53° 8′ NB, 5° 50′ OL;;;;0;;;;0;
462;Earnewâld;Friesland;Noord-Nederland          ;Tytsjerksteradiel                  ;;;400;53° 8′ NB, 5° 57′ OL;;;;0;;;;0;
463;Easterein;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;970;53° 6′ NB, 5° 37′ OL;;;;0;;;;0;
464;Easterlittens;Friesland;Noord-Nederland          ;Leeuwarden                         ;;;410;53° 8′ NB, 5° 39′ OL;;;;0;;;;0;
465;Eastermar;Friesland;Noord-Nederland          ;Tytsjerksteradiel                  ;53.2;6.116666666666666;1.725;['53° 12′ NB, 6° 7′ OL'];;;;0;;;;0;
466;Easterwierrum;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;315;53° 7′ NB, 5° 44′ OL;;;;0;;;;0;
470;Echten;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.86666666666667;5.8;245;['52° 52′ NB, 5° 48′ OL'];;;;0;;;;0;
471;Echtenerbrug;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.86666666666667;5.816666666666666;1.010;['52° 52′ NB, 5° 49′ OL'];;;;0;;;;0;
477;Ee;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;;;855;53° 20′ NB, 6° 6′ OL;;;;0;;;;0;
494;Eesterga;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.86666666666667;5.733333333333333;45;['52° 52′ NB, 5° 44′ OL'];;;;0;;;;0;
510;Elahuizen;Friesland;Noord-Nederland          ;De Fryske Marren                   ;52.916666666666664;5.533333333333333;345;['52° 55′ NB, 5° 32′ OL'];;;;0;;;;0;
525;Elsloo;Friesland;Noord-Nederland          ;Ooststellingwerf                   ;52.95;6.233333333333333;635;['52° 57′ NB, 6° 14′ OL'];;;;0;;;;0;
534;Engwierum;Friesland;Noord-Nederland          ;Noardeast-Fryslân                  ;53.31666666666667;6.133333333333334;580;['53° 19′ NB, 6° 8′ OL'];;;;0;;;;0;
568;Exmorra;Friesland;Noord-Nederland          ;Súdwest-Fryslân                    ;;;480;53° 3′ NB, 5° 28′ OL;;;;0;;;;0;
572;De Falom;Friesland;Noord-Nederland          ;Dantumadiel                        ;;;250;53° 16′ NB, 6° 0′ OL;;;;0;;;;0;
